"Местное время в Бодайбо";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.09.2020 14:00";"11.0";"738.0";"";"";"59";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.09.2020 11:00";"8.0";"738.0";"";"";"87";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.09.2020 08:00";"5.0";"739.0";"";"";"99";"Штиль, безветрие";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.09.2020 05:00";"5.0";"739.0";"";"";"99";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.09.2020 02:00";"6.0";"739.0";"";"";"99";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.09.2020 23:00";"6.0";"739.0";"";"";"89";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.09.2020 20:00";"7.0";"740.0";"";"";"86";"Ветер, дующий с запада";"1";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.09.2020 17:00";"8.0";"739.0";"";"";"81";"Ветер, дующий с запада";"2";"";"";"";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.09.2020 14:00";"6.0";"739.0";"";"";"88";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.09.2020 11:00";"7.0";"739.0";"";"";"84";"Ветер, дующий с запада";"4";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.09.2020 08:00";"6.0";"738.0";"";"";"82";"Ветер, дующий с запада";"4";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.09.2020 05:00";"8.0";"738.0";"";"";"62";"Ветер, дующий с запада";"3";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.09.2020 02:00";"8.0";"739.0";"";"";"69";"Ветер, дующий с запада";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.09.2020 23:00";"7.0";"739.0";"";"";"73";"Ветер, дующий с запада";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.09.2020 20:00";"8.0";"739.0";"";"";"72";"Ветер, дующий с запада";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.09.2020 17:00";"8.0";"738.0";"";"";"77";"Ветер, дующий с запада";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.09.2020 14:00";"7.0";"736.0";"";"";"88";"Ветер, дующий с северо-запада";"2";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.09.2020 11:00";"6.0";"733.0";"";"";"89";"Ветер, дующий с запада";"2";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.09.2020 08:00";"5.0";"730.0";"";"";"94";"Ветер, дующий с запада";"2";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.09.2020 05:00";"6.0";"729.0";"";"";"97";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.09.2020 02:00";"6.0";"728.0";"";"";"93";"Ветер, дующий с юга";"3";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 23:00";"8.0";"728.0";"";"";"93";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 20:00";"8.0";"728.0";"";"";"100";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 17:00";"9.0";"728.0";"";"";"99";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 14:00";"9.0";"728.0";"";"";"84";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 11:00";"7.0";"729.0";"";"";"84";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 08:00";"4.0";"730.0";"";"";"91";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 05:00";"1.0";"730.0";"";"";"94";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 02:00";"1.0";"731.0";"";"";"96";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 23:00";"2.0";"732.0";"";"";"93";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 20:00";"6.0";"733.0";"";"";"86";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 17:00";"16.0";"732.0";"";"";"46";"Ветер, дующий с востока";"3";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 14:00";"15.0";"735.0";"";"";"42";"Ветер, дующий с юго-востока";"3";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 11:00";"6.0";"738.0";"";"";"74";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 08:00";"1.0";"739.0";"";"";"98";"Ветер, дующий с востока";"1";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 05:00";"1.0";"739.0";"";"";"98";"Ветер, дующий с востока";"1";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 02:00";"1.0";"740.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 23:00";"1.0";"740.0";"";"";"98";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 20:00";"5.0";"740.0";"";"";"95";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 17:00";"14.0";"740.0";"";"";"63";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 14:00";"10.0";"742.0";"";"";"72";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 11:00";"4.0";"741.0";"";"";"90";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 08:00";"2.0";"746.0";"";"";"100";"Ветер, дующий с востока";"2";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 05:00";"3.0";"746.0";"";"";"98";"Ветер, дующий с востока";"2";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 02:00";"3.0";"745.0";"";"";"100";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.09.2020 23:00";"2.0";"745.0";"";"";"96";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.09.2020 20:00";"6.0";"744.0";"";"";"94";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.09.2020 17:00";"14.0";"744.0";"";"";"63";"Штиль, безветрие";"0";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.09.2020 14:00";"11.0";"745.0";"";"";"71";"Штиль, безветрие";"0";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.09.2020 08:00";"4.0";"746.0";"";"";"95";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.09.2020 05:00";"4.0";"746.0";"";"";"91";"Ветер, дующий с запада";"1";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.09.2020 02:00";"3.0";"745.0";"";"";"97";"Ветер, дующий с запада";"1";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.09.2020 23:00";"4.0";"745.0";"";"";"95";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.09.2020 20:00";"9.0";"744.0";"";"";"87";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.09.2020 17:00";"17.0";"743.0";"";"";"51";"Ветер, дующий с северо-запада";"1";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.09.2020 14:00";"14.0";"743.0";"";"";"66";"Ветер, дующий с запада";"1";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.09.2020 11:00";"11.0";"744.0";"";"";"75";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.09.2020 08:00";"7.0";"744.0";"";"";"91";"Ветер, дующий с запада";"2";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.09.2020 05:00";"7.0";"744.0";"";"";"93";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
